"path","area","kind","lines","bytes"
"tests/Neo.L2.Executor.UnitTests/Usings.cs","tests","csharp","4","110"
"tests/Neo.L2.Executor.UnitTests/UT_ApplicationEngineTransactionExecutor.cs","tests","csharp","158","6812"
"tests/Neo.L2.Executor.UnitTests/UT_BootstrapDiagnostic.cs","tests","csharp","63","2264"
"tests/Neo.L2.Executor.UnitTests/UT_KeyedStateStore.cs","tests","csharp","173","6331"
"tests/Neo.L2.Executor.UnitTests/UT_KeyedStateStore_Persistence.cs","tests","csharp","123","5020"
"tests/Neo.L2.Executor.UnitTests/UT_MerkleStatePostStateRootOracle.cs","tests","csharp","96","3611"
"tests/Neo.L2.Executor.UnitTests/UT_NeoVMGenesisBootstrap.cs","tests","csharp","93","3857"
"tests/Neo.L2.Executor.UnitTests/UT_ReferenceBatchExecutor.cs","tests","csharp","480","20249"
"tests/Neo.L2.Explore.UnitTests/BatchFactory.cs","tests","csharp","61","2241"
"tests/Neo.L2.Explore.UnitTests/Neo.L2.Explore.UnitTests.csproj","tests","csproj","22","674"
"tests/Neo.L2.Explore.UnitTests/StubBackedClient.cs","tests","csharp","93","3765"
"tests/Neo.L2.Explore.UnitTests/Usings.cs","tests","csharp","5","134"
"tests/Neo.L2.Explore.UnitTests/UT_AuditCommand.cs","tests","csharp","132","4512"
"tests/Neo.L2.Explore.UnitTests/UT_BatchCommand.cs","tests","csharp","82","2683"
"tests/Neo.L2.Explore.UnitTests/UT_LabelCommand.cs","tests","csharp","78","2444"
"tests/Neo.L2.Explore.UnitTests/UT_TailCommand.cs","tests","csharp","118","3854"
"tests/Neo.L2.Faucet.Cli.UnitTests/Neo.L2.Faucet.Cli.UnitTests.csproj","tests","csproj","23","753"
"tests/Neo.L2.Faucet.Cli.UnitTests/UT_FaucetJournal.cs","tests","csharp","72","2667"
"tests/Neo.L2.Faucet.Cli.UnitTests/UT_FaucetPolicy.cs","tests","csharp","86","3269"
"tests/Neo.L2.ForcedInclusion.UnitTests/Neo.L2.ForcedInclusion.UnitTests.csproj","tests","csproj","23","792"
"tests/Neo.L2.ForcedInclusion.UnitTests/StubRpcHandler.cs","tests","csharp","67","2590"
"tests/Neo.L2.ForcedInclusion.UnitTests/Usings.cs","tests","csharp","5","148"
"tests/Neo.L2.ForcedInclusion.UnitTests/UT_ForcedInclusion_Metrics.cs","tests","csharp","35","882"
"tests/Neo.L2.ForcedInclusion.UnitTests/UT_ForcedInclusion_Persistence.cs","tests","csharp","122","4471"
"tests/Neo.L2.ForcedInclusion.UnitTests/UT_InMemoryForcedInclusionSource.cs","tests","csharp","123","4291"
"tests/Neo.L2.ForcedInclusion.UnitTests/UT_RpcForcedInclusionSource.cs","tests","csharp","222","8719"
"tests/Neo.L2.IntegrationTests/Neo.L2.IntegrationTests.csproj","tests","csproj","45","2702"
"tests/Neo.L2.IntegrationTests/Usings.cs","tests","csharp","3","80"
"tests/Neo.L2.IntegrationTests/UT_E2E_AuditPipeline.cs","tests","csharp","238","10403"
"tests/Neo.L2.IntegrationTests/UT_E2E_CustomExecutor_FullStack.cs","tests","csharp","300","14910"
"tests/Neo.L2.IntegrationTests/UT_E2E_L1RpcPollers_FullStack.cs","tests","csharp","404","19598"
"tests/Neo.L2.IntegrationTests/UT_E2E_L2MetricsPlugin_CompositionRoot.cs","tests","csharp","118","5127"
"tests/Neo.L2.IntegrationTests/UT_E2E_Persistence_FullStack.cs","tests","csharp","155","7908"
"tests/Neo.L2.IntegrationTests/UT_E2E_RealVM_FullStack.cs","tests","csharp","177","7954"
"tests/Neo.L2.IntegrationTests/UT_E2E_Telemetry_Pipeline.cs","tests","csharp","144","6452"
"tests/Neo.L2.IntegrationTests/UT_Mvp_AllPhases_FullStack.cs","tests","csharp","190","8571"
"tests/Neo.L2.IntegrationTests/UT_Mvp_Phase0_Sidechain.cs","tests","csharp","215","8835"
"tests/Neo.L2.IntegrationTests/UT_Mvp_Phase1_Cross_Component.cs","tests","csharp","267","11210"
"tests/Neo.L2.IntegrationTests/UT_Mvp_Phase2_FullStack.cs","tests","csharp","236","10086"
"tests/Neo.L2.IntegrationTests/UT_Mvp_Phase3_OptimisticChallenge.cs","tests","csharp","245","10683"
"tests/Neo.L2.Messaging.UnitTests/Neo.L2.Messaging.UnitTests.csproj","tests","csproj","23","768"
"tests/Neo.L2.Messaging.UnitTests/StubRpcHandler.cs","tests","csharp","63","2374"
"tests/Neo.L2.Messaging.UnitTests/Usings.cs","tests","csharp","5","142"
"tests/Neo.L2.Messaging.UnitTests/UT_ExternalMessageHasher.cs","tests","csharp","139","6502"
"tests/Neo.L2.Messaging.UnitTests/UT_MessageRouter_Persistence.cs","tests","csharp","92","3613"
"tests/Neo.L2.Messaging.UnitTests/UT_Messaging.cs","tests","csharp","320","11881"
"tests/Neo.L2.Messaging.UnitTests/UT_Messaging_Metrics.cs","tests","csharp","41","1138"
"tests/Neo.L2.Messaging.UnitTests/UT_RpcMessageRouter.cs","tests","csharp","249","10051"
"tests/Neo.L2.Persistence.UnitTests/Neo.L2.Persistence.UnitTests.csproj","tests","csproj","22","665"
"tests/Neo.L2.Persistence.UnitTests/Usings.cs","tests","csharp","3","92"
"tests/Neo.L2.Persistence.UnitTests/UT_KeyValueStore.cs","tests","csharp","218","7312"
"tests/Neo.L2.Persistence.UnitTests/UT_L2DataCacheAdapter.cs","tests","csharp","145","5310"
"tests/Neo.L2.Proving.UnitTests/Neo.L2.Proving.UnitTests.csproj","tests","csproj","21","584"
"tests/Neo.L2.Proving.UnitTests/Usings.cs","tests","csharp","4","109"
"tests/Neo.L2.Proving.UnitTests/UT_Attestation.cs","tests","csharp","366","16370"
"tests/Neo.L2.Proving.UnitTests/UT_OptimisticAndRiscV.cs","tests","csharp","567","24565"
"tests/Neo.L2.Sdk.UnitTests/Neo.L2.Sdk.UnitTests.csproj","tests","csproj","22","656"
"tests/Neo.L2.Sdk.UnitTests/StubHttpHandler.cs","tests","csharp","74","2634"
"tests/Neo.L2.Sdk.UnitTests/Usings.cs","tests","csharp","4","105"
"tests/Neo.L2.Sdk.UnitTests/UT_L2RpcClient_ContractWithServer.cs","tests","csharp","179","7272"
"tests/Neo.L2.Sdk.UnitTests/UT_L2RpcClient_ErrorPaths.cs","tests","csharp","148","5884"
"tests/Neo.L2.Sdk.UnitTests/UT_L2RpcClient_HappyPath.cs","tests","csharp","249","9001"
"tests/Neo.L2.Sequencer.UnitTests/Neo.L2.Sequencer.UnitTests.csproj","tests","csproj","23","768"
"tests/Neo.L2.Sequencer.UnitTests/StubRpcHandler.cs","tests","csharp","71","2916"
"tests/Neo.L2.Sequencer.UnitTests/Usings.cs","tests","csharp","4","121"
"tests/Neo.L2.Sequencer.UnitTests/UT_InMemorySequencerCommitteeProvider.cs","tests","csharp","197","7465"
"tests/Neo.L2.Sequencer.UnitTests/UT_RpcSequencerCommitteeProvider.cs","tests","csharp","200","8072"
"tests/Neo.L2.Sequencer.UnitTests/UT_Sequencer_Metrics.cs","tests","csharp","72","2170"
"tests/Neo.L2.Sequencer.UnitTests/UT_Sequencer_Persistence.cs","tests","csharp","148","5380"
"tests/Neo.L2.Settlement.Rpc.UnitTests/Neo.L2.Settlement.Rpc.UnitTests.csproj","tests","csproj","21","612"
"tests/Neo.L2.Settlement.Rpc.UnitTests/Usings.cs","tests","csharp","4","116"
"tests/Neo.L2.Settlement.Rpc.UnitTests/UT_InMemorySettlementClient.cs","tests","csharp","221","9220"
"tests/Neo.L2.Settlement.Rpc.UnitTests/UT_RpcSettlementClient.cs","tests","csharp","409","18576"
"tests/Neo.L2.State.UnitTests/Neo.L2.State.UnitTests.csproj","tests","csproj","22","660"
"tests/Neo.L2.State.UnitTests/Usings.cs","tests","csharp","4","107"
"tests/Neo.L2.State.UnitTests/UT_KeyedStateMerkleTree.cs","tests","csharp","135","4582"
"tests/Neo.L2.State.UnitTests/UT_KeyedStateMerkleTree_NeoClassicParity.cs","tests","csharp","70","3014"
"tests/Neo.L2.State.UnitTests/UT_MerkleProofSerializer.cs","tests","csharp","216","8225"
"tests/Neo.L2.State.UnitTests/UT_MerkleTree.cs","tests","csharp","176","6198"
"tests/Neo.L2.State.UnitTests/UT_MessageHasher.cs","tests","csharp","247","10250"
"tests/Neo.L2.State.UnitTests/UT_OnChainMerkleVerifyParity.cs","tests","csharp","156","6630"
"tests/Neo.L2.State.UnitTests/UT_Trees.cs","tests","csharp","236","9461"
"tests/Neo.L2.State.UnitTests/UT_WireFormat_Fuzz.cs","tests","csharp","236","9601"
"tests/Neo.L2.Telemetry.UnitTests/Neo.L2.Telemetry.UnitTests.csproj","tests","csproj","21","592"
"tests/Neo.L2.Telemetry.UnitTests/Usings.cs","tests","csharp","3","90"
"tests/Neo.L2.Telemetry.UnitTests/UT_MetricCatalog.cs","tests","csharp","105","4117"
"tests/Neo.L2.Telemetry.UnitTests/UT_Metrics.cs","tests","csharp","87","3127"
"tests/Neo.L2.Telemetry.UnitTests/UT_MetricsExtensions.cs","tests","csharp","64","2499"
"tests/Neo.L2.Telemetry.UnitTests/UT_MetricsHttpServer.cs","tests","csharp","192","8787"
"tests/Neo.L2.Telemetry.UnitTests/UT_MetricsRequestHandler.cs","tests","csharp","204","7059"
"tests/Neo.L2.Telemetry.UnitTests/UT_PortValidator.cs","tests","csharp","38","1265"
"tests/Neo.L2.Telemetry.UnitTests/UT_PrometheusExporter.cs","tests","csharp","262","9990"
"tests/Neo.Plugins.L2Batch.UnitTests/Neo.Plugins.L2Batch.UnitTests.csproj","tests","csproj","22","690"
"tests/Neo.Plugins.L2Batch.UnitTests/Usings.cs","tests","csharp","6","158"
"tests/Neo.Plugins.L2Batch.UnitTests/UT_BatchSealer.cs","tests","csharp","297","12441"
"tests/Neo.Plugins.L2Batch.UnitTests/UT_L2BatchPlugin.cs","tests","csharp","90","3388"
"tests/Neo.Plugins.L2Bridge.UnitTests/Neo.Plugins.L2Bridge.UnitTests.csproj","tests","csproj","22","694"
"tests/Neo.Plugins.L2Bridge.UnitTests/Usings.cs","tests","csharp","6","158"
"tests/Neo.Plugins.L2Bridge.UnitTests/UT_L2BridgePlugin.cs","tests","csharp","185","8265"
"tests/Neo.Plugins.L2DA.UnitTests/Neo.Plugins.L2DA.UnitTests.csproj","tests","csproj","23","768"
"tests/Neo.Plugins.L2DA.UnitTests/Usings.cs","tests","csharp","7","191"
"tests/Neo.Plugins.L2DA.UnitTests/UT_CommitteeAttestedDAWriter.cs","tests","csharp","242","9273"
"tests/Neo.Plugins.L2DA.UnitTests/UT_DAWriters.cs","tests","csharp","389","15732"
"tests/Neo.Plugins.L2DA.UnitTests/UT_JsonRpcL1DAWriter.cs","tests","csharp","246","10296"
"tests/Neo.Plugins.L2DA.UnitTests/UT_MetricsEmittingDAWriter.cs","tests","csharp","152","6819"
"tests/Neo.Plugins.L2DA.UnitTests/UT_PersistentDAWriter.cs","tests","csharp","165","6396"
"tests/Neo.Plugins.L2Gateway.UnitTests/Neo.Plugins.L2Gateway.UnitTests.csproj","tests","csproj","22","698"
"tests/Neo.Plugins.L2Gateway.UnitTests/Usings.cs","tests","csharp","5","147"
"tests/Neo.Plugins.L2Gateway.UnitTests/UT_BinaryTreeAggregator.cs","tests","csharp","215","8244"
"tests/Neo.Plugins.L2Gateway.UnitTests/UT_BinaryTreeAggregator_Metrics.cs","tests","csharp","135","5164"
"tests/Neo.Plugins.L2Gateway.UnitTests/UT_L2GatewayPlugin.cs","tests","csharp","108","3782"
"tests/Neo.Plugins.L2Gateway.UnitTests/UT_MerklePathRoundProver.cs","tests","csharp","173","8143"
"tests/Neo.Plugins.L2Gateway.UnitTests/UT_MultisigRoundProver.cs","tests","csharp","223","9513"
"tests/Neo.Plugins.L2Gateway.UnitTests/UT_PassThroughAggregator.cs","tests","csharp","87","2825"
"tests/Neo.Plugins.L2Gateway.UnitTests/UT_PassThroughRoundProver.cs","tests","csharp","124","5568"
"tests/Neo.Plugins.L2Metrics.UnitTests/Neo.Plugins.L2Metrics.UnitTests.csproj","tests","csproj","22","698"
"tests/Neo.Plugins.L2Metrics.UnitTests/Usings.cs","tests","csharp","4","119"
"tests/Neo.Plugins.L2Metrics.UnitTests/UT_L2MetricsPlugin.cs","tests","csharp","209","7549"
"tests/Neo.Plugins.L2Prover.UnitTests/Neo.Plugins.L2Prover.UnitTests.csproj","tests","csproj","21","608"
"tests/Neo.Plugins.L2Prover.UnitTests/Usings.cs","tests","csharp","8","234"
"tests/Neo.Plugins.L2Prover.UnitTests/UT_L2ProverPlugin.cs","tests","csharp","117","4527"
"tests/Neo.Plugins.L2Rpc.UnitTests/Neo.Plugins.L2Rpc.UnitTests.csproj","tests","csproj","23","772"
"tests/Neo.Plugins.L2Rpc.UnitTests/Usings.cs","tests","csharp","5","143"
"tests/Neo.Plugins.L2Rpc.UnitTests/UT_L2RpcMethods.cs","tests","csharp","464","21699"
"tests/Neo.Plugins.L2Rpc.UnitTests/UT_L2RpcMethods_Metrics.cs","tests","csharp","72","3011"
"tests/Neo.Plugins.L2Rpc.UnitTests/UT_L2RpcStore_Persistence.cs","tests","csharp","138","5514"
"tests/Neo.Plugins.L2Settlement.UnitTests/Neo.Plugins.L2Settlement.UnitTests.csproj","tests","csproj","22","710"
"tests/Neo.Plugins.L2Settlement.UnitTests/Usings.cs","tests","csharp","6","158"
"tests/Neo.Plugins.L2Settlement.UnitTests/UT_L2SettlementPlugin_Metrics.cs","tests","csharp","475","21531"
"tests/Neo.Plugins.L2Settlement.UnitTests/UT_L2SettlementSettings.cs","tests","csharp","80","3078"
"tests/Neo.Stack.Cli.UnitTests/Neo.Stack.Cli.UnitTests.csproj","tests","csproj","22","660"
"tests/Neo.Stack.Cli.UnitTests/Usings.cs","tests","csharp","2","59"
"tests/Neo.Stack.Cli.UnitTests/UT_ArgUtil.cs","tests","csharp","100","3932"
"tests/Neo.Stack.Cli.UnitTests/UT_CreateChainCommand.cs","tests","csharp","312","12179"
"tests/Neo.Stack.Cli.UnitTests/UT_DeployBridgeAdapterCommand.cs","tests","csharp","121","3773"
"tests/Neo.Stack.Cli.UnitTests/UT_InitL2Command.cs","tests","csharp","231","7818"
"tests/Neo.Stack.Cli.UnitTests/UT_ListTemplatesCommand.cs","tests","csharp","157","6092"
"tests/Neo.Stack.Cli.UnitTests/UT_NewL2Command.cs","tests","csharp","254","10880"
"tests/Neo.Stack.Cli.UnitTests/UT_QuickPathIntegration.cs","tests","csharp","186","7004"
"tests/Neo.Stack.Cli.UnitTests/UT_RegisterChainCommand.cs","tests","csharp","224","8895"
"tests/Neo.Stack.Cli.UnitTests/UT_ScaffoldExecutorCommand.cs","tests","csharp","311","13118"
"tests/Neo.Stack.Cli.UnitTests/UT_StartCommands.cs","tests","csharp","158","5137"
"tests/Neo.Stack.Cli.UnitTests/UT_SubmitBatchCommand.cs","tests","csharp","190","6668"
"tests/Neo.Stack.Cli.UnitTests/UT_ValidateChainConfigCommand.cs","tests","csharp","490","22755"
"tests/Sample.CounterChainExecutor.UnitTests/Sample.CounterChainExecutor.UnitTests.csproj","tests","csproj","22","734"
"tests/Sample.CounterChainExecutor.UnitTests/Usings.cs","tests","csharp","5","140"
"tests/Sample.CounterChainExecutor.UnitTests/UT_CounterChainExecutor.cs","tests","csharp","329","13380"
"tests/Sample.CounterChainExecutor.UnitTests/UT_KeyedStateStoreAdapter.cs","tests","csharp","91","3318"
"tools/manuscript/build.sh","operator-tools","other","254","9318"
"tools/manuscript/manifest-en.txt","operator-tools","other","37","900"
"tools/manuscript/manifest-en-essentials.txt","operator-tools","other","31","999"
"tools/manuscript/manifest-zh.txt","operator-tools","other","36","859"
"tools/manuscript/manifest-zh-essentials.txt","operator-tools","other","29","862"
"tools/manuscript/metadata-en.yaml","operator-tools","yaml","61","1759"
"tools/manuscript/metadata-en-essentials.yaml","operator-tools","yaml","72","2394"
"tools/manuscript/metadata-zh.yaml","operator-tools","yaml","62","1767"
"tools/manuscript/metadata-zh-essentials.yaml","operator-tools","yaml","70","2317"
"tools/manuscript/README.md","operator-tools","markdown","153","6276"
"tools/Neo.External.Bridge.Cli/Commands/Args.cs","operator-tools","csharp","39","1147"
"tools/Neo.External.Bridge.Cli/Commands/CommitteeBlobCommand.cs","operator-tools","csharp","185","7129"
"tools/Neo.External.Bridge.Cli/Commands/DeployBundleCommand.cs","operator-tools","csharp","232","11132"
"tools/Neo.External.Bridge.Cli/Commands/GenKeyCommand.cs","operator-tools","csharp","147","5852"
"tools/Neo.External.Bridge.Cli/Neo.External.Bridge.Cli.csproj","operator-tools","csproj","21","1071"
"tools/Neo.External.Bridge.Cli/Program.cs","operator-tools","csharp","86","3161"
"tools/Neo.Hub.Deploy/DeployBundle.cs","operator-tools","csharp","63","2185"
"tools/Neo.Hub.Deploy/DeployPlan.cs","operator-tools","csharp","106","4105"
"tools/Neo.Hub.Deploy/DeployPlanner.cs","operator-tools","csharp","139","5661"
"tools/Neo.Hub.Deploy/Neo.Hub.Deploy.csproj","operator-tools","csproj","18","615"
"tools/Neo.Hub.Deploy/PlanCommand.cs","operator-tools","csharp","107","3727"
"tools/Neo.Hub.Deploy/Program.cs","operator-tools","csharp","68","1970"
"tools/Neo.Hub.Deploy/ScaffoldCommand.cs","operator-tools","csharp","61","1818"
"tools/Neo.Hub.Deploy/ScaffoldPlan.cs","operator-tools","csharp","343","20322"
"tools/Neo.Hub.Deploy/VerifyCommand.cs","operator-tools","csharp","88","3382"
"tools/Neo.L2.Bridge.Cli/Commands/Args.cs","operator-tools","csharp","92","2733"
"tools/Neo.L2.Bridge.Cli/Commands/AuditWithdrawalCommand.cs","operator-tools","csharp","50","2124"
"tools/Neo.L2.Bridge.Cli/Commands/DepositCommand.cs","operator-tools","csharp","55","2489"
"tools/Neo.L2.Bridge.Cli/Commands/InvocationBuilder.cs","operator-tools","csharp","125","5053"
"tools/Neo.L2.Bridge.Cli/Commands/MerkleProofDecoder.cs","operator-tools","csharp","52","2207"
"tools/Neo.L2.Bridge.Cli/Commands/QueryDepositCommand.cs","operator-tools","csharp","42","1682"
"tools/Neo.L2.Bridge.Cli/Commands/WithdrawCommand.cs","operator-tools","csharp","118","5232"
"tools/Neo.L2.Bridge.Cli/Neo.L2.Bridge.Cli.csproj","operator-tools","csproj","24","1018"
"tools/Neo.L2.Bridge.Cli/Program.cs","operator-tools","csharp","103","5392"
"tools/Neo.L2.Devnet/DevnetArgs.cs","operator-tools","csharp","77","2895"
"tools/Neo.L2.Devnet/DevnetLabelOverrides.cs","operator-tools","csharp","77","3438"
"tools/Neo.L2.Devnet/Neo.L2.Devnet.csproj","operator-tools","csproj","29","1627"
"tools/Neo.L2.Devnet/Program.cs","operator-tools","csharp","615","33441"
"tools/Neo.L2.Explore/Commands/AuditCommand.cs","operator-tools","csharp","118","4344"
"tools/Neo.L2.Explore/Commands/BatchCommand.cs","operator-tools","csharp","56","2441"
"tools/Neo.L2.Explore/Commands/CommonArgs.cs","operator-tools","csharp","64","2038"
"tools/Neo.L2.Explore/Commands/LabelCommand.cs","operator-tools","csharp","32","1140"
"tools/Neo.L2.Explore/Commands/TailCommand.cs","operator-tools","csharp","62","2449"
"tools/Neo.L2.Explore/Neo.L2.Explore.csproj","operator-tools","csproj","20","755"
"tools/Neo.L2.Explore/Program.cs","operator-tools","csharp","87","3752"
"tools/Neo.L2.Faucet.Cli/FaucetJournal.cs","operator-tools","csharp","110","4607"
"tools/Neo.L2.Faucet.Cli/FaucetPolicy.cs","operator-tools","csharp","78","3175"
"tools/Neo.L2.Faucet.Cli/Neo.L2.Faucet.Cli.csproj","operator-tools","csproj","22","966"
"tools/Neo.L2.Faucet.Cli/Program.cs","operator-tools","csharp","247","9490"
"tools/Neo.Stack.Cli/Commands/ArgUtil.cs","operator-tools","csharp","23","492"
"tools/Neo.Stack.Cli/Commands/CreateChainCommand.cs","operator-tools","csharp","76","3743"
"tools/Neo.Stack.Cli/Commands/InitL2Command.cs","operator-tools","csharp","59","2609"
"tools/Neo.Stack.Cli/Commands/ListTemplatesCommand.cs","operator-tools","csharp","68","3231"
"tools/Neo.Stack.Cli/Commands/NewL2Command.cs","operator-tools","csharp","178","8607"
"tools/Neo.Stack.Cli/Commands/ScaffoldExecutorCommand.cs","operator-tools","csharp","574","27002"
"tools/Neo.Stack.Cli/Commands/StubCommands.cs","operator-tools","csharp","327","16520"
"tools/Neo.Stack.Cli/Commands/TemplateCatalog.cs","operator-tools","csharp","70","4406"
"tools/Neo.Stack.Cli/Commands/ValidateChainConfigCommand.cs","operator-tools","csharp","209","10405"
"tools/Neo.Stack.Cli/Neo.Stack.Cli.csproj","operator-tools","csproj","21","638"
"tools/Neo.Stack.Cli/Program.cs","operator-tools","csharp","84","3400"
"watchers/neo-bridge-watcher-eth/Cargo.toml","bridge-watchers","toml","56","2563"
"watchers/neo-bridge-watcher-eth/deploy/k8s.yaml","bridge-watchers","yaml","166","6016"
"watchers/neo-bridge-watcher-eth/deploy/neo-bridge-watcher.service","bridge-watchers","other","70","2493"
"watchers/neo-bridge-watcher-eth/deploy/README.md","bridge-watchers","markdown","191","8105"
"watchers/neo-bridge-watcher-eth/Dockerfile","bridge-watchers","other","89","4421"
"watchers/neo-bridge-watcher-eth/README.md","bridge-watchers","markdown","262","14079"
"watchers/neo-bridge-watcher-eth/src/bin/neo-bridge-watcher-eth.rs","bridge-watchers","rust","972","40138"
"watchers/neo-bridge-watcher-eth/src/chains.rs","bridge-watchers","rust","614","26808"
"watchers/neo-bridge-watcher-eth/src/core.rs","bridge-watchers","rust","429","16370"
"watchers/neo-bridge-watcher-eth/src/event_source.rs","bridge-watchers","rust","135","4377"
"watchers/neo-bridge-watcher-eth/src/journal.rs","bridge-watchers","rust","78","2466"
"watchers/neo-bridge-watcher-eth/src/lib.rs","bridge-watchers","rust","59","2656"
"watchers/neo-bridge-watcher-eth/src/live/eth_rpc.rs","bridge-watchers","rust","1011","42302"
"watchers/neo-bridge-watcher-eth/src/live/file_journal.rs","bridge-watchers","rust","492","19839"
"watchers/neo-bridge-watcher-eth/src/live/health.rs","bridge-watchers","rust","649","26646"
"watchers/neo-bridge-watcher-eth/src/live/mod.rs","bridge-watchers","rust","36","1374"
"watchers/neo-bridge-watcher-eth/src/live/neo_rpc.rs","bridge-watchers","rust","669","25542"
"watchers/neo-bridge-watcher-eth/src/live/test_support.rs","bridge-watchers","rust","77","2982"
"watchers/neo-bridge-watcher-eth/src/messaging.rs","bridge-watchers","rust","208","8420"
"watchers/neo-bridge-watcher-eth/src/proof.rs","bridge-watchers","rust","223","7435"
"watchers/neo-bridge-watcher-eth/src/signer.rs","bridge-watchers","rust","173","6531"
"watchers/neo-bridge-watcher-eth/src/submitter.rs","bridge-watchers","rust","78","2374"
"watchers/neo-bridge-watcher-eth/tests/daemon_run_loop_smoke.rs","bridge-watchers","rust","280","10169"
"watchers/neo-bridge-watcher-eth/tests/parity.rs","bridge-watchers","rust","112","4481"
"watchers/neo-bridge-watcher-eth/tests/preflight_smoke.rs","bridge-watchers","rust","554","20894"
"watchers/neo-bridge-watcher-sol/Cargo.toml","bridge-watchers","toml","19","649"
"watchers/neo-bridge-watcher-sol/src/lib.rs","bridge-watchers","rust","206","8129"
"watchers/neo-bridge-watcher-sol/tests/parity.rs","bridge-watchers","rust","104","4158"
"watchers/neo-bridge-watcher-tron/Cargo.toml","bridge-watchers","toml","20","728"
"watchers/neo-bridge-watcher-tron/src/lib.rs","bridge-watchers","rust","111","4782"
"watchers/neo-bridge-watcher-tron/tests/parity.rs","bridge-watchers","rust","82","3357"
"WHITEPAPER.md","root-governance-docs","markdown","566","33018"
